"","data","cat_pergunta","dado","cat_recorte","recorte","valor"
"1278","2014-07-21","2turno_aecio","Aécio Neves","religiao","Catolica",32
"1279","2014-07-21","2turno_aecio","Branco e Nulo","religiao","Catolica",15
"1280","2014-07-21","2turno_aecio","Dilma Rousseff","religiao","Catolica",45
"1281","2014-07-21","2turno_aecio","NS/NR*","religiao","Catolica",8
"1282","2014-07-21","2turno_aecio","Aécio Neves","religiao","Evangelica",35
"1283","2014-07-21","2turno_aecio","Branco e Nulo","religiao","Evangelica",21
"1284","2014-07-21","2turno_aecio","Dilma Rousseff","religiao","Evangelica",33
"1285","2014-07-21","2turno_aecio","NS/NR*","religiao","Evangelica",10
"1286","2014-07-21","2turno_aecio","Aécio Neves","religiao","Outras",36
"1287","2014-07-21","2turno_aecio","Branco e Nulo","religiao","Outras",23
"1288","2014-07-21","2turno_aecio","Dilma Rousseff","religiao","Outras",35
"1289","2014-07-21","2turno_aecio","NS/NR*","religiao","Outras",6
"1290","2014-07-21","2turno_campos","Branco e Nulo","religiao","Catolica",18
"1291","2014-07-21","2turno_campos","Dilma Rousseff","religiao","Catolica",44
"1292","2014-07-21","2turno_campos","Eduardo Campos","religiao","Catolica",28
"1293","2014-07-21","2turno_campos","NS/NR*","religiao","Catolica",10
"1294","2014-07-21","2turno_campos","Branco e Nulo","religiao","Evangelica",23
"1295","2014-07-21","2turno_campos","Dilma Rousseff","religiao","Evangelica",35
"1296","2014-07-21","2turno_campos","Eduardo Campos","religiao","Evangelica",30
"1297","2014-07-21","2turno_campos","NS/NR*","religiao","Evangelica",11
"1298","2014-07-21","2turno_campos","Branco e Nulo","religiao","Outras",25
"1299","2014-07-21","2turno_campos","Dilma Rousseff","religiao","Outras",37
"1300","2014-07-21","2turno_campos","Eduardo Campos","religiao","Outras",31
"1301","2014-07-21","2turno_campos","NS/NR*","religiao","Outras",8
"1302","2014-07-21","favorito","Aécio Neves","religiao","Catolica",16
"1303","2014-07-21","favorito","Dilma Rousseff","religiao","Catolica",56
"1304","2014-07-21","favorito","Eduardo Campos","religiao","Catolica",5
"1305","2014-07-21","favorito","NS/NR*","religiao","Catolica",22
"1306","2014-07-21","favorito","Outros","religiao","Catolica",1
"1307","2014-07-21","favorito","Aécio Neves","religiao","Evangelica",16
"1308","2014-07-21","favorito","Dilma Rousseff","religiao","Evangelica",50
"1309","2014-07-21","favorito","Eduardo Campos","religiao","Evangelica",5
"1310","2014-07-21","favorito","NS/NR*","religiao","Evangelica",27
"1311","2014-07-21","favorito","Outros","religiao","Evangelica",2
"1312","2014-07-21","favorito","Aécio Neves","religiao","Outras",15
"1313","2014-07-21","favorito","Dilma Rousseff","religiao","Outras",51
"1314","2014-07-21","favorito","Eduardo Campos","religiao","Outras",4
"1315","2014-07-21","favorito","NS/NR*","religiao","Outras",27
"1316","2014-07-21","favorito","Outros","religiao","Outras",2
"1317","2014-07-21","interesse","Tem muito interesse","vida_hoje","Satisfeito",18
"1318","2014-07-21","interesse","Tem médio interesse","vida_hoje","Satisfeito",30
"1319","2014-07-21","interesse","Não tem interesse","vida_hoje","Satisfeito",52
"1320","2014-07-21","interesse","NS/NR*","vida_hoje","Satisfeito",0
"1321","2014-07-21","interesse","Tem muito interesse","vida_hoje","Insatisfeito",16
"1322","2014-07-21","interesse","Tem médio interesse","vida_hoje","Insatisfeito",16
"1323","2014-07-21","interesse","Não tem interesse","vida_hoje","Insatisfeito",67
"1324","2014-07-21","interesse","NS/NR*","vida_hoje","Insatisfeito",1
"1325","2014-07-21","interesse","Tem muito interesse","vida_hoje","NS/NR*",17
"1326","2014-07-21","interesse","Tem médio interesse","vida_hoje","NS/NR*",0
"1327","2014-07-21","interesse","Não tem interesse","vida_hoje","NS/NR*",83
"1328","2014-07-21","interesse","NS/NR*","vida_hoje","NS/NR*",0
"1329","2014-07-21","intencao_espontanea","Aécio Neves","vida_hoje","Satisfeito",12
"1330","2014-07-21","intencao_espontanea","Branco e Nulo","vida_hoje","Satisfeito",14
"1331","2014-07-21","intencao_espontanea","Dilma Rousseff","vida_hoje","Satisfeito",29
"1332","2014-07-21","intencao_espontanea","Eduardo Campos","vida_hoje","Satisfeito",4
"1333","2014-07-21","intencao_espontanea","NS/NR*","vida_hoje","Satisfeito",38
"1334","2014-07-21","intencao_espontanea","Outros","vida_hoje","Satisfeito",2
"1335","2014-07-21","intencao_espontanea","Aécio Neves","vida_hoje","Insatisfeito",13
"1336","2014-07-21","intencao_espontanea","Branco e Nulo","vida_hoje","Insatisfeito",26
"1337","2014-07-21","intencao_espontanea","Dilma Rousseff","vida_hoje","Insatisfeito",13
"1338","2014-07-21","intencao_espontanea","Eduardo Campos","vida_hoje","Insatisfeito",4
"1339","2014-07-21","intencao_espontanea","NS/NR*","vida_hoje","Insatisfeito",41
"1340","2014-07-21","intencao_espontanea","Outros","vida_hoje","Insatisfeito",3
"1341","2014-07-21","intencao_espontanea","Aécio Neves","vida_hoje","NS/NR*",17
"1342","2014-07-21","intencao_espontanea","Branco e Nulo","vida_hoje","NS/NR*",17
"1343","2014-07-21","intencao_espontanea","Dilma Rousseff","vida_hoje","NS/NR*",0
"1344","2014-07-21","intencao_espontanea","Eduardo Campos","vida_hoje","NS/NR*",0
"1345","2014-07-21","intencao_espontanea","NS/NR*","vida_hoje","NS/NR*",67
"1346","2014-07-21","intencao_espontanea","Outros","vida_hoje","NS/NR*",0
"1347","2014-07-21","intencao_estimulada","Aécio Neves","vida_hoje","Satisfeito",21
"1348","2014-07-21","intencao_estimulada","Branco e Nulo","vida_hoje","Satisfeito",14
"1349","2014-07-21","intencao_estimulada","Dilma Rousseff","vida_hoje","Satisfeito",42
"1350","2014-07-21","intencao_estimulada","Eduardo Campos","vida_hoje","Satisfeito",9
"1351","2014-07-21","intencao_estimulada","NS/NR*","vida_hoje","Satisfeito",8
"1352","2014-07-21","intencao_estimulada","Outros","vida_hoje","Satisfeito",4
"1353","2014-07-21","intencao_estimulada","Pastor Everaldo","vida_hoje","Satisfeito",2
"1354","2014-07-21","intencao_estimulada","Aécio Neves","vida_hoje","Insatisfeito",25
"1355","2014-07-21","intencao_estimulada","Branco e Nulo","vida_hoje","Insatisfeito",24
"1356","2014-07-21","intencao_estimulada","Dilma Rousseff","vida_hoje","Insatisfeito",25
"1357","2014-07-21","intencao_estimulada","Eduardo Campos","vida_hoje","Insatisfeito",7
"1358","2014-07-21","intencao_estimulada","NS/NR*","vida_hoje","Insatisfeito",10
"1359","2014-07-21","intencao_estimulada","Outros","vida_hoje","Insatisfeito",4
"1360","2014-07-21","intencao_estimulada","Pastor Everaldo","vida_hoje","Insatisfeito",4
"1361","2014-07-21","intencao_estimulada","Aécio Neves","vida_hoje","NS/NR*",17
"1362","2014-07-21","intencao_estimulada","Branco e Nulo","vida_hoje","NS/NR*",17
"1363","2014-07-21","intencao_estimulada","Dilma Rousseff","vida_hoje","NS/NR*",0
"1364","2014-07-21","intencao_estimulada","Eduardo Campos","vida_hoje","NS/NR*",17
"1365","2014-07-21","intencao_estimulada","NS/NR*","vida_hoje","NS/NR*",17
"1366","2014-07-21","intencao_estimulada","Outros","vida_hoje","NS/NR*",33
"1367","2014-07-21","intencao_estimulada","Pastor Everaldo","vida_hoje","NS/NR*",0
"1368","2014-07-21","avaliacao_governo","Ótimo e bom","vida_hoje","Satisfeito",35
"1369","2014-07-21","avaliacao_governo","Regular","vida_hoje","Satisfeito",36
"1370","2014-07-21","avaliacao_governo","Ruim e péssimo","vida_hoje","Satisfeito",29
"1371","2014-07-21","avaliacao_governo","NS/NR*","vida_hoje","Satisfeito",1
"1372","2014-07-21","avaliacao_governo","Ótimo e bom","vida_hoje","Insatisfeito",17
"1373","2014-07-21","avaliacao_governo","Regular","vida_hoje","Insatisfeito",34
"1374","2014-07-21","avaliacao_governo","Ruim e péssimo","vida_hoje","Insatisfeito",48
"1375","2014-07-21","avaliacao_governo","NS/NR*","vida_hoje","Insatisfeito",1
"1376","2014-07-21","avaliacao_governo","Ótimo e bom","vida_hoje","NS/NR*",0
"1377","2014-07-21","avaliacao_governo","Regular","vida_hoje","NS/NR*",33
"1378","2014-07-21","avaliacao_governo","Ruim e péssimo","vida_hoje","NS/NR*",67
"1379","2014-07-21","avaliacao_governo","NS/NR*","vida_hoje","NS/NR*",0
"1380","2014-07-21","aprova_dilma","Aprova","vida_hoje","Satisfeito",49
"1381","2014-07-21","aprova_dilma","Desaprova","vida_hoje","Satisfeito",45
"1382","2014-07-21","aprova_dilma","NS/NR*","vida_hoje","Satisfeito",5
"1383","2014-07-21","aprova_dilma","Aprova","vida_hoje","Insatisfeito",25
"1384","2014-07-21","aprova_dilma","Desaprova","vida_hoje","Insatisfeito",68
"1385","2014-07-21","aprova_dilma","NS/NR*","vida_hoje","Insatisfeito",7
"1386","2014-07-21","aprova_dilma","Aprova","vida_hoje","NS/NR*",0
"1387","2014-07-21","aprova_dilma","Desaprova","vida_hoje","NS/NR*",100
"1388","2014-07-21","aprova_dilma","NS/NR*","vida_hoje","NS/NR*",0
"1389","2014-07-21","desejo_mudanca","Quer mudança","vida_hoje","Satisfeito",68
"1390","2014-07-21","desejo_mudanca","Quer continuidade","vida_hoje","Satisfeito",30
"1391","2014-07-21","desejo_mudanca","NS/NR*","vida_hoje","Satisfeito",2
"1392","2014-07-21","desejo_mudanca","Quer mudança","vida_hoje","Insatisfeito",81
"1393","2014-07-21","desejo_mudanca","Quer continuidade","vida_hoje","Insatisfeito",17
"1394","2014-07-21","desejo_mudanca","NS/NR*","vida_hoje","Insatisfeito",2
"1395","2014-07-21","desejo_mudanca","Quer mudança","vida_hoje","NS/NR*",100
"1396","2014-07-21","desejo_mudanca","Quer continuidade","vida_hoje","NS/NR*",0
"1397","2014-07-21","desejo_mudanca","NS/NR*","vida_hoje","NS/NR*",0
"1398","2014-07-21","rejeicao","Dilma Rousseff","vida_hoje","Satisfeito",34
"1399","2014-07-21","rejeicao","Aécio Neves","vida_hoje","Satisfeito",17
"1400","2014-07-21","rejeicao","Pastor Everaldo","vida_hoje","Satisfeito",10
"1401","2014-07-21","rejeicao","Eduardo Campos","vida_hoje","Satisfeito",8
"1402","2014-07-21","rejeicao","Dilma Rousseff","vida_hoje","Insatisfeito",45
"1403","2014-07-21","rejeicao","Aécio Neves","vida_hoje","Insatisfeito",14
"1404","2014-07-21","rejeicao","Pastor Everaldo","vida_hoje","Insatisfeito",12
"1405","2014-07-21","rejeicao","Eduardo Campos","vida_hoje","Insatisfeito",9
"1406","2014-07-21","rejeicao","Dilma Rousseff","vida_hoje","NS/NR*",83
"1407","2014-07-21","rejeicao","Aécio Neves","vida_hoje","NS/NR*",0
"1408","2014-07-21","rejeicao","Pastor Everaldo","vida_hoje","NS/NR*",0
"1409","2014-07-21","rejeicao","Eduardo Campos","vida_hoje","NS/NR*",0
"1410","2014-07-21","2turno_aecio","Aécio Neves","vida_hoje","Satisfeito",32
"1411","2014-07-21","2turno_aecio","Branco e Nulo","vida_hoje","Satisfeito",15
"1412","2014-07-21","2turno_aecio","Dilma Rousseff","vida_hoje","Satisfeito",44
"1413","2014-07-21","2turno_aecio","NS/NR*","vida_hoje","Satisfeito",8
"1414","2014-07-21","2turno_aecio","Aécio Neves","vida_hoje","Insatisfeito",38
"1415","2014-07-21","2turno_aecio","Branco e Nulo","vida_hoje","Insatisfeito",27
"1416","2014-07-21","2turno_aecio","Dilma Rousseff","vida_hoje","Insatisfeito",27
"1417","2014-07-21","2turno_aecio","NS/NR*","vida_hoje","Insatisfeito",8
"1418","2014-07-21","2turno_aecio","Aécio Neves","vida_hoje","NS/NR*",67
"1419","2014-07-21","2turno_aecio","Branco e Nulo","vida_hoje","NS/NR*",33
"1420","2014-07-21","2turno_aecio","Dilma Rousseff","vida_hoje","NS/NR*",0
"1421","2014-07-21","2turno_aecio","NS/NR*","vida_hoje","NS/NR*",0
"1422","2014-07-21","2turno_campos","Branco e Nulo","vida_hoje","Satisfeito",17
"1423","2014-07-21","2turno_campos","Dilma Rousseff","vida_hoje","Satisfeito",44
"1424","2014-07-21","2turno_campos","Eduardo Campos","vida_hoje","Satisfeito",29
"1425","2014-07-21","2turno_campos","NS/NR*","vida_hoje","Satisfeito",10
"1426","2014-07-21","2turno_campos","Branco e Nulo","vida_hoje","Insatisfeito",30
"1427","2014-07-21","2turno_campos","Dilma Rousseff","vida_hoje","Insatisfeito",29
"1428","2014-07-21","2turno_campos","Eduardo Campos","vida_hoje","Insatisfeito",30
"1429","2014-07-21","2turno_campos","NS/NR*","vida_hoje","Insatisfeito",11
"1430","2014-07-21","2turno_campos","Branco e Nulo","vida_hoje","NS/NR*",33
"1431","2014-07-21","2turno_campos","Dilma Rousseff","vida_hoje","NS/NR*",0
"1432","2014-07-21","2turno_campos","Eduardo Campos","vida_hoje","NS/NR*",67
"1433","2014-07-21","2turno_campos","NS/NR*","vida_hoje","NS/NR*",0
"1434","2014-07-21","favorito","Aécio Neves","vida_hoje","Satisfeito",15
"1435","2014-07-21","favorito","Dilma Rousseff","vida_hoje","Satisfeito",57
"1436","2014-07-21","favorito","Eduardo Campos","vida_hoje","Satisfeito",4
"1437","2014-07-21","favorito","NS/NR*","vida_hoje","Satisfeito",22
"1438","2014-07-21","favorito","Outros","vida_hoje","Satisfeito",1
"1439","2014-07-21","favorito","Aécio Neves","vida_hoje","Insatisfeito",18
"1440","2014-07-21","favorito","Dilma Rousseff","vida_hoje","Insatisfeito",44
"1441","2014-07-21","favorito","Eduardo Campos","vida_hoje","Insatisfeito",6
"1442","2014-07-21","favorito","NS/NR*","vida_hoje","Insatisfeito",29
"1443","2014-07-21","favorito","Outros","vida_hoje","Insatisfeito",3
"1444","2014-07-21","favorito","Aécio Neves","vida_hoje","NS/NR*",17
"1445","2014-07-21","favorito","Dilma Rousseff","vida_hoje","NS/NR*",17
"1446","2014-07-21","favorito","Eduardo Campos","vida_hoje","NS/NR*",0
"1447","2014-07-21","favorito","NS/NR*","vida_hoje","NS/NR*",67
"1448","2014-07-21","favorito","Outros","vida_hoje","NS/NR*",0
"1449","2014-07-21","vida_hoje","Satisfeito","interesse","Tem muito interesse",80
"1450","2014-07-21","vida_hoje","Insatisfeito","interesse","Tem muito interesse",20
"1451","2014-07-21","vida_hoje","NS/NR*","interesse","Tem muito interesse",0
"1452","2014-07-21","vida_hoje","Satisfeito","interesse","Tem médio interesse",87
"1453","2014-07-21","vida_hoje","Insatisfeito","interesse","Tem médio interesse",13
"1454","2014-07-21","vida_hoje","NS/NR*","interesse","Tem médio interesse",0
"1455","2014-07-21","vida_hoje","Satisfeito","interesse","Não tem interesse",74
"1456","2014-07-21","vida_hoje","Insatisfeito","interesse","Não tem interesse",26
"1457","2014-07-21","vida_hoje","NS/NR*","interesse","Não tem interesse",0
"1458","2014-07-21","vida_hoje","Satisfeito","interesse","NS/NR*",43
"1459","2014-07-21","vida_hoje","Insatisfeito","interesse","NS/NR*",57
"1460","2014-07-21","vida_hoje","NS/NR*","interesse","NS/NR*",0
"1461","2014-07-21","intencao_espontanea","Aécio Neves","interesse","Tem muito interesse",18
"1462","2014-07-21","intencao_espontanea","Branco e Nulo","interesse","Tem muito interesse",5
"1463","2014-07-21","intencao_espontanea","Dilma Rousseff","interesse","Tem muito interesse",38
"1464","2014-07-21","intencao_espontanea","Eduardo Campos","interesse","Tem muito interesse",6
"1465","2014-07-21","intencao_espontanea","NS/NR*","interesse","Tem muito interesse",29
"1466","2014-07-21","intencao_espontanea","Outros","interesse","Tem muito interesse",4
"1467","2014-07-21","intencao_espontanea","Aécio Neves","interesse","Tem médio interesse",14
"1468","2014-07-21","intencao_espontanea","Branco e Nulo","interesse","Tem médio interesse",7
"1469","2014-07-21","intencao_espontanea","Dilma Rousseff","interesse","Tem médio interesse",35
"1470","2014-07-21","intencao_espontanea","Eduardo Campos","interesse","Tem médio interesse",6
"1471","2014-07-21","intencao_espontanea","NS/NR*","interesse","Tem médio interesse",38
"1472","2014-07-21","intencao_espontanea","Outros","interesse","Tem médio interesse",1
"1473","2014-07-21","intencao_espontanea","Aécio Neves","interesse","Não tem interesse",10
"1474","2014-07-21","intencao_espontanea","Branco e Nulo","interesse","Não tem interesse",25
"1475","2014-07-21","intencao_espontanea","Dilma Rousseff","interesse","Não tem interesse",18
"1476","2014-07-21","intencao_espontanea","Eduardo Campos","interesse","Não tem interesse",3
"1477","2014-07-21","intencao_espontanea","NS/NR*","interesse","Não tem interesse",42
"1478","2014-07-21","intencao_espontanea","Outros","interesse","Não tem interesse",2
"1479","2014-07-21","intencao_espontanea","Aécio Neves","interesse","NS/NR*",0
"1480","2014-07-21","intencao_espontanea","Branco e Nulo","interesse","NS/NR*",14
"1481","2014-07-21","intencao_espontanea","Dilma Rousseff","interesse","NS/NR*",43
"1482","2014-07-21","intencao_espontanea","Eduardo Campos","interesse","NS/NR*",0
"1483","2014-07-21","intencao_espontanea","NS/NR*","interesse","NS/NR*",43
"1484","2014-07-21","intencao_espontanea","Outros","interesse","NS/NR*",0
"1485","2014-07-21","intencao_estimulada","Aécio Neves","interesse","Tem muito interesse",26
"1486","2014-07-21","intencao_estimulada","Branco e Nulo","interesse","Tem muito interesse",3
"1487","2014-07-21","intencao_estimulada","Dilma Rousseff","interesse","Tem muito interesse",48
"1488","2014-07-21","intencao_estimulada","Eduardo Campos","interesse","Tem muito interesse",8
"1489","2014-07-21","intencao_estimulada","NS/NR*","interesse","Tem muito interesse",6
"1490","2014-07-21","intencao_estimulada","Outros","interesse","Tem muito interesse",4
"1491","2014-07-21","intencao_estimulada","Pastor Everaldo","interesse","Tem muito interesse",3
"1492","2014-07-21","intencao_estimulada","Aécio Neves","interesse","Tem médio interesse",22
"1493","2014-07-21","intencao_estimulada","Branco e Nulo","interesse","Tem médio interesse",7
"1494","2014-07-21","intencao_estimulada","Dilma Rousseff","interesse","Tem médio interesse",47
"1495","2014-07-21","intencao_estimulada","Eduardo Campos","interesse","Tem médio interesse",10
"1496","2014-07-21","intencao_estimulada","NS/NR*","interesse","Tem médio interesse",7
"1497","2014-07-21","intencao_estimulada","Outros","interesse","Tem médio interesse",5
"1498","2014-07-21","intencao_estimulada","Pastor Everaldo","interesse","Tem médio interesse",2
"1499","2014-07-21","intencao_estimulada","Aécio Neves","interesse","Não tem interesse",21
"1500","2014-07-21","intencao_estimulada","Branco e Nulo","interesse","Não tem interesse",24
"1501","2014-07-21","intencao_estimulada","Dilma Rousseff","interesse","Não tem interesse",31
"1502","2014-07-21","intencao_estimulada","Eduardo Campos","interesse","Não tem interesse",8
"1503","2014-07-21","intencao_estimulada","NS/NR*","interesse","Não tem interesse",10
"1504","2014-07-21","intencao_estimulada","Outros","interesse","Não tem interesse",4
"1505","2014-07-21","intencao_estimulada","Pastor Everaldo","interesse","Não tem interesse",3
"1506","2014-07-21","intencao_estimulada","Aécio Neves","interesse","NS/NR*",14
"1507","2014-07-21","intencao_estimulada","Branco e Nulo","interesse","NS/NR*",14
"1508","2014-07-21","intencao_estimulada","Dilma Rousseff","interesse","NS/NR*",43
"1509","2014-07-21","intencao_estimulada","Eduardo Campos","interesse","NS/NR*",0
"1510","2014-07-21","intencao_estimulada","NS/NR*","interesse","NS/NR*",29
"1511","2014-07-21","intencao_estimulada","Outros","interesse","NS/NR*",0
"1512","2014-07-21","intencao_estimulada","Pastor Everaldo","interesse","NS/NR*",0
"1513","2014-07-21","avaliacao_governo","Ótimo e bom","interesse","Tem muito interesse",41
"1514","2014-07-21","avaliacao_governo","Regular","interesse","Tem muito interesse",30
"1515","2014-07-21","avaliacao_governo","Ruim e péssimo","interesse","Tem muito interesse",29
"1516","2014-07-21","avaliacao_governo","NS/NR*","interesse","Tem muito interesse",0
"1517","2014-07-21","avaliacao_governo","Ótimo e bom","interesse","Tem médio interesse",41
"1518","2014-07-21","avaliacao_governo","Regular","interesse","Tem médio interesse",35
"1519","2014-07-21","avaliacao_governo","Ruim e péssimo","interesse","Tem médio interesse",24
"1520","2014-07-21","avaliacao_governo","NS/NR*","interesse","Tem médio interesse",0
"1521","2014-07-21","avaliacao_governo","Ótimo e bom","interesse","Não tem interesse",23
"1522","2014-07-21","avaliacao_governo","Regular","interesse","Não tem interesse",38
"1523","2014-07-21","avaliacao_governo","Ruim e péssimo","interesse","Não tem interesse",39
"1524","2014-07-21","avaliacao_governo","NS/NR*","interesse","Não tem interesse",1
"1525","2014-07-21","avaliacao_governo","Ótimo e bom","interesse","NS/NR*",29
"1526","2014-07-21","avaliacao_governo","Regular","interesse","NS/NR*",29
"1527","2014-07-21","avaliacao_governo","Ruim e péssimo","interesse","NS/NR*",29
"1528","2014-07-21","avaliacao_governo","NS/NR*","interesse","NS/NR*",14
"1529","2014-07-21","aprova_dilma","Aprova","interesse","Tem muito interesse",53
"1530","2014-07-21","aprova_dilma","Desaprova","interesse","Tem muito interesse",45
"1531","2014-07-21","aprova_dilma","NS/NR*","interesse","Tem muito interesse",2
"1532","2014-07-21","aprova_dilma","Aprova","interesse","Tem médio interesse",55
"1533","2014-07-21","aprova_dilma","Desaprova","interesse","Tem médio interesse",40
"1534","2014-07-21","aprova_dilma","NS/NR*","interesse","Tem médio interesse",5
"1535","2014-07-21","aprova_dilma","Aprova","interesse","Não tem interesse",36
"1536","2014-07-21","aprova_dilma","Desaprova","interesse","Não tem interesse",57
"1537","2014-07-21","aprova_dilma","NS/NR*","interesse","Não tem interesse",7
"1538","2014-07-21","aprova_dilma","Aprova","interesse","NS/NR*",43
"1539","2014-07-21","aprova_dilma","Desaprova","interesse","NS/NR*",43
"1540","2014-07-21","aprova_dilma","NS/NR*","interesse","NS/NR*",14
"1541","2014-07-21","desejo_mudanca","Quer mudança","interesse","Tem muito interesse",68
"1542","2014-07-21","desejo_mudanca","Quer continuidade","interesse","Tem muito interesse",32
"1543","2014-07-21","desejo_mudanca","NS/NR*","interesse","Tem muito interesse",0
"1544","2014-07-21","desejo_mudanca","Quer mudança","interesse","Tem médio interesse",67
"1545","2014-07-21","desejo_mudanca","Quer continuidade","interesse","Tem médio interesse",32
"1546","2014-07-21","desejo_mudanca","NS/NR*","interesse","Tem médio interesse",1
"1547","2014-07-21","desejo_mudanca","Quer mudança","interesse","Não tem interesse",73
"1548","2014-07-21","desejo_mudanca","Quer continuidade","interesse","Não tem interesse",24
"1549","2014-07-21","desejo_mudanca","NS/NR*","interesse","Não tem interesse",3
"1550","2014-07-21","desejo_mudanca","Quer mudança","interesse","NS/NR*",43
"1551","2014-07-21","desejo_mudanca","Quer continuidade","interesse","NS/NR*",43
"1552","2014-07-21","desejo_mudanca","NS/NR*","interesse","NS/NR*",14
"1553","2014-07-21","rejeicao","Dilma Rousseff","interesse","Tem muito interesse",35
"1554","2014-07-21","rejeicao","Aécio Neves","interesse","Tem muito interesse",20
"1555","2014-07-21","rejeicao","Pastor Everaldo","interesse","Tem muito interesse",13
"1556","2014-07-21","rejeicao","Eduardo Campos","interesse","Tem muito interesse",12
"1557","2014-07-21","rejeicao","Dilma Rousseff","interesse","Tem médio interesse",31
"1558","2014-07-21","rejeicao","Aécio Neves","interesse","Tem médio interesse",16
"1559","2014-07-21","rejeicao","Pastor Everaldo","interesse","Tem médio interesse",9
"1560","2014-07-21","rejeicao","Eduardo Campos","interesse","Tem médio interesse",7
"1561","2014-07-21","rejeicao","Dilma Rousseff","interesse","Não tem interesse",39
"1562","2014-07-21","rejeicao","Aécio Neves","interesse","Não tem interesse",14
"1563","2014-07-21","rejeicao","Pastor Everaldo","interesse","Não tem interesse",11
"1564","2014-07-21","rejeicao","Eduardo Campos","interesse","Não tem interesse",8
"1565","2014-07-21","rejeicao","Dilma Rousseff","interesse","NS/NR*",43
"1566","2014-07-21","rejeicao","Aécio Neves","interesse","NS/NR*",29
"1567","2014-07-21","rejeicao","Pastor Everaldo","interesse","NS/NR*",14
"1568","2014-07-21","rejeicao","Eduardo Campos","interesse","NS/NR*",29
"1569","2014-07-21","2turno_aecio","Aécio Neves","interesse","Tem muito interesse",39
"1570","2014-07-21","2turno_aecio","Branco e Nulo","interesse","Tem muito interesse",6
"1571","2014-07-21","2turno_aecio","Dilma Rousseff","interesse","Tem muito interesse",52
"1572","2014-07-21","2turno_aecio","NS/NR*","interesse","Tem muito interesse",3
"1573","2014-07-21","2turno_aecio","Aécio Neves","interesse","Tem médio interesse",33
"1574","2014-07-21","2turno_aecio","Branco e Nulo","interesse","Tem médio interesse",11
"1575","2014-07-21","2turno_aecio","Dilma Rousseff","interesse","Tem médio interesse",49
"1576","2014-07-21","2turno_aecio","NS/NR*","interesse","Tem médio interesse",8
"1577","2014-07-21","2turno_aecio","Aécio Neves","interesse","Não tem interesse",32
"1578","2014-07-21","2turno_aecio","Branco e Nulo","interesse","Não tem interesse",24
"1579","2014-07-21","2turno_aecio","Dilma Rousseff","interesse","Não tem interesse",33
"1580","2014-07-21","2turno_aecio","NS/NR*","interesse","Não tem interesse",10
"1581","2014-07-21","2turno_aecio","Aécio Neves","interesse","NS/NR*",14
"1582","2014-07-21","2turno_aecio","Branco e Nulo","interesse","NS/NR*",14
"1583","2014-07-21","2turno_aecio","Dilma Rousseff","interesse","NS/NR*",43
"1584","2014-07-21","2turno_aecio","NS/NR*","interesse","NS/NR*",29
"1585","2014-07-21","2turno_campos","Branco e Nulo","interesse","Tem muito interesse",10
"1586","2014-07-21","2turno_campos","Dilma Rousseff","interesse","Tem muito interesse",51
"1587","2014-07-21","2turno_campos","Eduardo Campos","interesse","Tem muito interesse",35
"1588","2014-07-21","2turno_campos","NS/NR*","interesse","Tem muito interesse",4
"1589","2014-07-21","2turno_campos","Branco e Nulo","interesse","Tem médio interesse",13
"1590","2014-07-21","2turno_campos","Dilma Rousseff","interesse","Tem médio interesse",50
"1591","2014-07-21","2turno_campos","Eduardo Campos","interesse","Tem médio interesse",29
"1592","2014-07-21","2turno_campos","NS/NR*","interesse","Tem médio interesse",9
"1593","2014-07-21","2turno_campos","Branco e Nulo","interesse","Não tem interesse",27
"1594","2014-07-21","2turno_campos","Dilma Rousseff","interesse","Não tem interesse",34
"1595","2014-07-21","2turno_campos","Eduardo Campos","interesse","Não tem interesse",28
"1596","2014-07-21","2turno_campos","NS/NR*","interesse","Não tem interesse",12
"1597","2014-07-21","2turno_campos","Branco e Nulo","interesse","NS/NR*",14
"1598","2014-07-21","2turno_campos","Dilma Rousseff","interesse","NS/NR*",43
"1599","2014-07-21","2turno_campos","Eduardo Campos","interesse","NS/NR*",14
"1600","2014-07-21","2turno_campos","NS/NR*","interesse","NS/NR*",29
"1601","2014-07-21","favorito","Aécio Neves","interesse","Tem muito interesse",20
"1602","2014-07-21","favorito","Dilma Rousseff","interesse","Tem muito interesse",62
"1603","2014-07-21","favorito","Eduardo Campos","interesse","Tem muito interesse",4
"1604","2014-07-21","favorito","NS/NR*","interesse","Tem muito interesse",12
"1605","2014-07-21","favorito","Outros","interesse","Tem muito interesse",1
"1606","2014-07-21","favorito","Aécio Neves","interesse","Tem médio interesse",17
"1607","2014-07-21","favorito","Dilma Rousseff","interesse","Tem médio interesse",60
"1608","2014-07-21","favorito","Eduardo Campos","interesse","Tem médio interesse",4
"1609","2014-07-21","favorito","NS/NR*","interesse","Tem médio interesse",17
"1610","2014-07-21","favorito","Outros","interesse","Tem médio interesse",1
"1611","2014-07-21","favorito","Aécio Neves","interesse","Não tem interesse",14
"1612","2014-07-21","favorito","Dilma Rousseff","interesse","Não tem interesse",48
"1613","2014-07-21","favorito","Eduardo Campos","interesse","Não tem interesse",5
"1614","2014-07-21","favorito","NS/NR*","interesse","Não tem interesse",31
"1615","2014-07-21","favorito","Outros","interesse","Não tem interesse",2
"1616","2014-07-21","favorito","Aécio Neves","interesse","NS/NR*",14
"1617","2014-07-21","favorito","Dilma Rousseff","interesse","NS/NR*",43
